Γ L U Γ
0.0 0.33 0.67 1.0
0.0 -2.8 -2.73 -1.9 -1.55 -1.55 0.03 -0.04 -0.16
0.07 -2.7 -2.7 -1.8 -1.64 -1.66 0.34 -0.24 -0.48
0.14 -2.62 -2.67 -1.74 -1.67 -1.72 0.56 -0.4 -0.69
0.21 -2.58 -2.66 -1.7 -1.66 -1.73 0.69 -0.51 -0.82
0.29 -2.55 -2.65 -1.69 -1.61 -1.69 0.74 -0.59 -0.86
0.36 -2.56 -2.64 -1.69 -1.54 -1.62 0.73 -0.64 -0.83
0.43 -2.58 -2.65 -1.7 -1.45 -1.52 0.66 -0.68 -0.75
0.5 -2.62 -2.66 -1.71 -1.35 -1.39 0.56 -0.71 -0.63
0.57 -2.67 -2.68 -1.71 -1.26 -1.25 0.42 -0.75 -0.47
0.64 -2.75 -2.7 -1.69 -1.18 -1.1 0.26 -0.8 -0.29
0.71 -2.83 -2.74 -1.65 -1.13 -0.94 0.09 -0.86 -0.1
0.79 -2.92 -2.78 -1.58 -1.11 -0.79 -0.08 -0.96 0.08
0.86 -3.02 -2.84 -1.47 -1.13 -0.66 -0.24 -1.1 0.25
0.93 -3.13 -2.9 -1.31 -1.21 -0.54 -0.37 -1.29 0.39
1.0 -3.24 -2.97 -1.1 -1.35 -0.44 -0.47 -1.53 0.5
