Γ L Z Γ
0.0 0.33 0.67 1.0
0.0 -2.75 -3.31 -1.94 -1.47 -0.22 -0.25 -0.16 1.01
0.07 -3.09 -3.18 -2.13 -1.27 -0.13 -0.32 -0.18 1.41
0.14 -3.33 -3.12 -2.26 -1.18 -0.09 -0.4 -0.23 1.65
0.21 -3.46 -3.09 -2.34 -1.16 -0.07 -0.48 -0.31 1.76
0.29 -3.52 -3.1 -2.38 -1.21 -0.07 -0.57 -0.41 1.76
0.36 -3.51 -3.13 -2.39 -1.31 -0.1 -0.66 -0.52 1.69
0.43 -3.47 -3.18 -2.36 -1.43 -0.13 -0.74 -0.64 1.56
0.5 -3.39 -3.22 -2.31 -1.56 -0.16 -0.82 -0.76 1.41
0.57 -3.31 -3.25 -2.25 -1.67 -0.2 -0.88 -0.88 1.26
0.64 -3.24 -3.26 -2.17 -1.75 -0.22 -0.93 -0.99 1.13
0.71 -3.19 -3.24 -2.09 -1.78 -0.22 -0.96 -1.07 1.06
0.79 -3.19 -3.17 -2.01 -1.73 -0.21 -0.96 -1.14 1.07
0.86 -3.24 -3.04 -1.95 -1.6 -0.16 -0.94 -1.17 1.19
0.93 -3.38 -2.85 -1.9 -1.35 -0.08 -0.88 -1.17 1.44
1.0 -3.61 -2.58 -1.87 -0.98 0.04 -0.8 -1.13 1.85
