Γ X W K L U K|U
0.0 1.0 1.5 1.85355 3.78024 4.39261 6.06564
0.0 -161.8319207 -161.8319207 -118.2878638 -118.2878638 -108.8161251 -108.8161251 -108.8161251 -108.8161251 -105.7632306 -105.7632306 -39.6668981 -39.6668981 -39.6668981 -39.6668981 -38.2386341 -38.2386341 -38.2238191 -38.2238191 -38.2238191 -38.2238191 -14.6800455 -14.6800455 -3.3042587 -3.3042587 -2.4258185 -2.4258185 -2.4258185 -2.4258185 1.4837601 1.4837601 1.533759 1.533759 1.533759 1.533759 1.9807475 1.9807475 8.2337733 8.2337733 8.4169635 8.4169635 8.4169635 8.4169635 15.0870442 15.0870442 15.0870442 15.0870442 15.2137095 15.2137095 17.8986624 17.8986624 22.6381337 22.6381337 23.3186128 23.3186128 23.3186128 23.3186128 31.7841287 31.7841287 31.7841287 31.7841287 32.9121067 32.9121067 32.9121067 32.9121067 33.0206714 33.0206714 43.8466771 43.8466771 43.8466771 43.8466771 43.9775263 43.9775263
0.0212766 -161.8319208 -161.8319208 -118.2878638 -118.2878638 -108.8161252 -108.8161252 -108.8161251 -108.8161251 -105.7632348 -105.7632348 -39.6669065 -39.6669065 -39.6668848 -39.6668848 -38.2386294 -38.2386294 -38.2238301 -38.2238301 -38.2238042 -38.2238042 -14.6786313 -14.6786313 -3.3098307 -3.3098307 -2.4343261 -2.4343261 -2.4315223 -2.4315223 1.4863767 1.4863767 1.5346878 1.5346878 1.5426132 1.5426132 1.9908875 1.9908875 8.2377772 8.2377772 8.4089674 8.4089674 8.4196674 8.4196674 15.089722 15.089722 15.0938674 15.0938674 15.217716 15.217716 17.9096488 17.9096488 22.6258531 22.6258531 23.3024797 23.3024797 23.3085162 23.3085162 31.7632527 31.7632527 31.7797394 31.7797394 32.9165369 32.9165369 32.9341221 32.9341221 33.0362111 33.0362111 43.8421773 43.8421773 43.8517735 43.8517735 43.9778793 43.9778793
0.0425532 -161.8319208 -161.8319208 -118.2878638 -118.2878638 -108.8161256 -108.8161256 -108.8161249 -108.8161249 -105.7632475 -105.7632475 -39.66691 -39.66691 -39.6668666 -39.6668666 -38.2386154 -38.2386154 -38.2238372 -38.2238372 -38.2237856 -38.2237856 -14.6743908 -14.6743908 -3.3264693 -3.3264693 -2.4595504 -2.4595504 -2.4484803 -2.4484803 1.4887047 1.4887047 1.5433962 1.5433962 1.5686897 1.5686897 2.0208227 2.0208227 8.2496659 8.2496659 8.3857027 8.3857027 8.4273455 8.4273455 15.1000174 15.1000174 15.1114257 15.1114257 15.229685 15.229685 17.9429989 17.9429989 22.5889775 22.5889775 23.2544228 23.2544228 23.2787798 23.2787798 31.7106147 31.7106147 31.7598258 31.7598258 32.9366492 32.9366492 32.9849432 32.9849432 33.0862001 33.0862001 43.8259058 43.8259058 43.8672552 43.8672552 43.9819582 43.9819582
0.0638298 -161.8319208 -161.8319208 -118.2878638 -118.2878638 -108.8161261 -108.8161261 -108.8161247 -108.8161247 -105.7632686 -105.7632686 -39.6669086 -39.6669086 -39.6668436 -39.6668436 -38.2385922 -38.2385922 -38.2238404 -38.2238404 -38.2237631 -38.2237631 -14.6673297 -14.6673297 -3.3539498 -3.3539498 -2.500635 -2.500635 -2.4762416 -2.4762416 1.4812331 1.4812331 1.5700109 1.5700109 1.6110245 1.6110245 2.0692439 2.0692439 8.268623 8.268623 8.3483313 8.3483313 8.4401399 8.4401399 15.1173169 15.1173169 15.1385674 15.1385674 15.2493915 15.2493915 17.9997794 17.9997794 22.5274413 22.5274413 23.1754331 23.1754331 23.2310177 23.2310177 31.6237876 31.6237876 31.7343183 31.7343183 32.9700144 32.9700144 33.0492346 33.0492346 33.1756302 33.1756302 43.7926442 43.7926442 43.8937173 43.8937173 43.995696 43.995696
0.0851064 -161.8319209 -161.8319209 -118.2878638 -118.2878638 -108.8161269 -108.8161269 -108.8161244 -108.8161244 -105.7632979 -105.7632979 -39.6669024 -39.6669024 -39.6668158 -39.6668158 -38.2385599 -38.2385599 -38.2238396 -38.2238396 -38.223737 -38.223737 -14.6574575 -14.6574575 -3.3919226 -3.3919226 -2.5562565 -2.5562565 -2.514105 -2.514105 1.4644648 1.4644648 1.6143745 1.6143745 1.6685208 1.6685208 2.1343092 2.1343092 8.2794182 8.2794182 8.31286 8.31286 8.4580515 8.4580515 15.1414 15.1414 15.1731576 15.1731576 15.2762278 15.2762278 18.0814233 18.0814233 22.4412503 22.4412503 23.0670711 23.0670711 23.1677481 23.1677481 31.5026099 31.5026099 31.7111927 31.7111927 33.0150077 33.0150077 33.1196957 33.1196957 33.29716 33.29716 43.7399652 43.7399652 43.9321282 43.9321282 44.0226954 44.0226954
0.106383 -161.831921 -161.831921 -118.2878639 -118.2878639 -108.8161279 -108.8161279 -108.8161239 -108.8161239 -105.7633354 -105.7633354 -39.6668914 -39.6668914 -39.6667833 -39.6667833 -38.2385187 -38.2385187 -38.2238348 -38.2238348 -38.2237072 -38.2237072 -14.6447878 -14.6447878 -3.4399451 -3.4399451 -2.6247531 -2.6247531 -2.5611801 -2.5611801 1.4413045 1.4413045 1.6735066 1.6735066 1.740083 1.740083 2.2138685 2.2138685 8.2232044 8.2232044 8.3391627 8.3391627 8.4810804 8.4810804 15.1720569 15.1720569 15.2131759 15.2131759 15.3089652 15.3089652 18.1892503 18.1892503 22.3306385 22.3306385 22.9313473 22.9313473 23.0921706 23.0921706 31.3479035 31.3479035 31.6955163 31.6955163 33.0691677 33.0691677 33.1962872 33.1962872 33.436224 33.436224 43.6683959 43.6683959 43.9838013 43.9838013 44.064033 44.064033
0.1276596 -161.8319211 -161.8319211 -118.2878639 -118.2878639 -108.8161291 -108.8161291 -108.8161234 -108.8161234 -105.7633808 -105.7633808 -39.6668758 -39.6668758 -39.6667462 -39.6667462 -38.2384689 -38.2384689 -38.223826 -38.223826 -38.2236739 -38.2236739 -14.6293384 -14.6293384 -3.4975189 -3.4975189 -2.7042603 -2.7042603 -2.6164565 -2.6164565 1.4130834 1.4130834 1.7456921 1.7456921 1.8246125 1.8246125 2.3055741 2.3055741 8.1463846 8.1463846 8.3820751 8.3820751 8.5092271 8.5092271 15.2090249 15.2090249 15.2573007 15.2573007 15.3457779 15.3457779 18.3238922 18.3238922 22.1962376 22.1962376 22.7705873 22.7705873 23.0079363 23.0079363 31.1609442 31.1609442 31.6896056 31.6896056 33.1292689 33.1292689 33.2775223 33.2775223 33.5806342 33.5806342 43.5791662 43.5791662 44.0503474 44.0503474 44.1204622 44.1204622
0.1489362 -161.8319212 -161.8319212 -118.2878639 -118.2878639 -108.8161305 -108.8161305 -108.8161227 -108.8161227 -105.7634341 -105.7634341 -39.6668557 -39.6668557 -39.6667046 -39.6667046 -38.2384108 -38.2384108 -38.2238133 -38.2238133 -38.223637 -38.223637 -14.6111309 -14.6111309 -3.5641247 -3.5641247 -2.7928311 -2.7928311 -2.6788687 -2.6788687 1.3804527 1.3804527 1.829732 1.829732 1.9210109 1.9210109 2.4069266 2.4069266 8.0587175 8.0587175 8.4332696 8.4332696 8.5424932 8.5424932 15.2519645 15.2519645 15.304913 15.304913 15.38475 15.38475 18.484728 18.484728 22.0391932 22.0391932 22.587301 22.587301 22.919004 22.919004 30.9432698 30.9432698 31.6935967 31.6935967 33.1915595 33.1915595 33.3602659 33.3602659 33.7208438 33.7208438 43.4733515 43.4733515 44.1336091 44.1336091 44.1932037 44.1932037
0.1702128 -161.8319213 -161.8319213 -118.2878639 -118.2878639 -108.8161321 -108.8161321 -108.8161219 -108.8161219 -105.7634947 -105.7634947 -39.6668314 -39.6668314 -39.6666585 -39.6666585 -38.2383448 -38.2383448 -38.2237967 -38.2237967 -38.2235967 -38.2235967 -14.5901915 -14.5901915 -3.6392508 -3.6392508 -2.8885327 -2.8885327 -2.7473502 -2.7473502 1.3438458 1.3438458 1.9245862 1.9245862 2.0282 2.0282 2.5152909 2.5152909 7.962636 7.962636 8.4919371 8.4919371 8.5808837 8.5808837 15.3004305 15.3004305 15.3556553 15.3556553 15.4246479 15.4246479 18.6694277 18.6694277 21.8611794 21.8611794 22.384071 22.384071 22.8296662 22.8296662 30.6966071 30.6966071 31.7059875 31.7059875 33.2520023 33.2520023 33.4406671 33.4406671 33.8490381 33.8490381 43.3518438 43.3518438 44.2355726 44.2355726 44.2838847 44.2838847
0.1914894 -161.8319215 -161.8319215 -118.2878639 -118.2878639 -108.8161339 -108.8161339 -108.8161209 -108.8161209 -105.7635626 -105.7635626 -39.666803 -39.666803 -39.666608 -39.666608 -38.2382712 -38.2382712 -38.2237762 -38.2237762 -38.2235531 -38.2235531 -14.566551 -14.566551 -3.7224093 -3.7224093 -2.9895174 -2.9895174 -2.8208735 -2.8208735 1.3036329 1.3036329 2.0292812 2.0292812 2.1451449 2.1451449 2.6278957 2.6278957 7.8603944 7.8603944 8.5576606 8.5576606 8.6244146 8.6244146 15.353812 15.353812 15.4088612 15.4088612 15.4656145 15.4656145 18.8736365 18.8736365 21.6643147 21.6643147 22.1634671 22.1634671 22.7447787 22.7447787 30.422834 30.422834 31.7240367 31.7240367 33.3064974 33.3064974 33.514645 33.514645 33.9588088 33.9588088 43.2154434 43.2154434 44.3582538 44.3582538 44.3943392 44.3943392
